,qid,question_text,target
674543,841c90af4c38a084b585,How can an NRI find and buy a registered site in Bangalore without getting cheated?,0
93332,12467c33f5c037843e3c,"Why do Muslims have such monster cocks or penis, do woman get attracted for that big dicks?",1
781567,991ac6ebe292d741f8c7,What is a case in which America succeded in foreign policy?,0
150427,1d6ab1d2545ff965bd8f,How can I fix and change the mold on the injection molding machine?,0
200936,2747160b1003f2f3192c,I broke up with my ex and then he blocks and unblocks me the same day?,0
800454,9cd7b90a46c7de20939c,Why did Vijay Vazirani choose to teach at IIT Delhi after joining the faculty at Cornell?,0
507635,6365ec385cb6ef3ee721,What is the trick about losing weight that most fat people don't know?,0
178122,22cefb0fe6e000af1471,Are you preparing for the UPSC CSE? If so for which year?,0
262346,33597f4e70ce04c93bd7,"What was before the Big Bang? Was there time, places, objects? Other universes?",0
786793,9a22f23ab2bba36506d8,What are the recent updates by Google?,0
804241,9d964d3abc4663e3f47b,"If you had a list of 50,000 names, and you needed to draw a sample of 100 women, how could you do so in an unbiased way without having to find the sex of every name before drawing the sample?",0
420756,52775908d38c627a05eb,"Will Egypt in the Next few decades 1) have no real political violence or instability, 2) Be subject to serious instability but stay together, or 3) see mass revolution and collapse?",0
151594,1da62eadf20a46402a4e,What are the behavioral adaptations of porgy fish?,0
557732,6d4764834bddf4347b3c,What are the basic computer knowledge needed for ethical hacking?,0
468271,5bb33fc5bbb0456db6ad,What are some easy ways to factor quadratic equations?,0
153974,1e1d7e9a7a0f9e195c4f,What rights don't parents have over their children?,0
987254,c168503f279285448242,Which is the best low price spotting scope?,0
449436,58089786ef82aaaaacdb,How do I get my old Instagram account?,0
303121,3b5c2c016c7f5eb05bc3,Why do people give up on a photographic memory simply because it hasn't been recorded?,0
605176,7682be3eded2f6d1f55f,What are the best and reliable cloud storage providers offering white label reselling services?,0
97787,1324fade48f022253583,Why is the Japanese language so full of baby-talk?,0
362413,47095163dd7dc4992c6a,What is your favorite position to have sex in and why?,0
136814,1ac80dccd5e4d2c16e8a,"If all the knowledge is available online, what's the point in being a knowledgeable person?",0
581925,7206428d4c4675a4ab7d,Can Avanti feeds stock go down on market crash drastically?,0
626005,7a96086da22df009162f,Where are some places I can volunteer and work or help a diverse groups of people?,0
346632,43e9d4aa886e294297b0,"Should I buy a used Royal Enfield Classic 350 which has done 34,000 kilometres?",0
235362,2e0b0ca5d7f3ad051b1b,How is FIITJEE East Delhi for droppers? Is the faculty good?,0
133518,1a21a05538c3a0626672,? What is structural adjustment programe?,0
527676,674ed95e62fc1baf9432,"How does the U.S. Government sell confiscated unlisted financial asset? (I.e. stock in private companies, or limited partnership interests.)",0
652270,7fc31dc96771f36cd3ec,What new features should be added to Quora to make it better?,0
903256,b0ff65ecef02f5abcb79,What is the natural habitat of a northern fence lizard like?,0
529360,67a59344910296022c89,"Why are most of the students in colleges of Gujarat, from Gujarati-medium?",0
201926,2777cac9146974c6feb8,How do I uninstall optional updates for Windows 7?,0
469862,5c01ed118fe63d8d6ed3,How much does a rail coach cost in India?,0
817222,a02202b70a573516f59a,What are the best resources to learn Polymer 2.0 apart from its official website?,0
717009,8c5f903c4f79d40b75a6,How do I calculate dm water consumption in thermal power plants?,0
498577,619bef3548c33ea97902,"How should I prepare for Christ University Entrance Examination for B.Sc. (Zoology, Chemistry, biotechnology?",0
434436,5523d748b90dfd275201,Does the Earth's crust thicken over time?,0
123330,1823b08c6fc6730c7018,Show that the sum and difference of two perpendicular vectors of equal length are also perpendicular and of same length?,0
663928,820710ebad9c9014266a,"What is preferable, to give or to get?",0
295117,39ca32b1edd5607d2000,How do I know if someone declined my LinkedIn invitation or I didn't send one?,0
1525,004cd2ca066cc8bee57d,Is it okay to not lift for a week due to an injury? Will I lose muscle mass?,0
29210,05b5dbda88461d98dbcb,"What is the origin of the word ""tanner""?",0
1026852,c9390421be78f79cfa65,How much time does a girl take to accept a boy's proposal?,0
501294,6223945387ef90811d96,"If Margaery Tyrell had to torture or flay an innocent person or an innocent child, in order to get complete power, would she do it?",0
459462,59fc40746e112496c8c1,"Why is this a breach of Quora policy. ""Do you really believe that you shed light on any issue by calling people ‘dolts’ and ‘little boys’ ‘cowering in fear’?",1
553880,6c86961e0d1a2533b0ac,What does it feel like to have sex with a dead body?,1
688703,86e50e074b53d9e1d5ad,Did Imperial Japan have a racial hierarchy and if so what was it?,0
823876,a1726fd2e912aae8368e,What is the department code for architecture in Anna University?,0
321760,3f0ef08ca387e8b35f30,What is your experience on Quora so far?,0
691856,8781bc25b00234b15790,How come ravel means the same as unravel?,0
107190,14fe15922e571e1c6248,Is that intern theory cost free for employers?,0
790778,9af0dc0ac7f85ab05585,What is the right thing to do after a breakup?,0
101510,13e1f0b1609bf1835342,Where can I learn kalaripayattu online?,0
176148,226f0ae1f2c434adccca,Is it homophobia if I reject a homosexual lover?,0
22931,047f8613774c0a146a37,"Why do liberals immediately jump to “comprehensive gun control”, when merely, enforcing existing laws would have prevented the incident?",1
844095,a56b513a884a27cddc3d,Which are the best private equity investment strategy?,0
780145,98d2e855ddff3c0052a1,What advice would you give someone who’s just started pilot training?,0
637125,7cca81f691f2751345fe,What are the pris and cons of using contact lenses?,0
410517,5072650431f96ccb6da2,What are some tips that could be implemented to reform the foster care system?,0
417712,51ddbe1a05387d22c68d,"If multiple people say I'm stupid, does that mean it's probably true? I am aspie and have hard time absorbing verbal instructions.",0
559400,6d9a932c58d51e124925,Is it true that even gays consider caste for marriage in India?,0
117532,1700e21e6df83bd9c26e,What do you think will happen with John Wick 3 (Movie)?,0
28528,0594865bd0087d325f62,What is your favorite thing about Star Trek Timelines?,0
628656,7b1be41e621b7014463d,What makes something normal? It is the number of people involved in it ? And if we all decided to do something or act in a way that is regarded as abnormal would it then be seen as normal?,0
431134,547f1adb98724cc75faa,How can I get a notification on YouTube without subscribing?,0
718699,8cb24fcc42e38988e59f,What are some cities that I shouldn't visit in your country?,0
136075,1aa38fa9ea4456941c84,What is gender inequality in detail?,0
1005478,c509b7ea02d433272c02,Does any branch of engineering have general relativity in its course?,0
655284,805b1bd5b5b23b7ed2ac,Why do I learn better with metaphors?,0
753298,93975b9b0ca1556e73ab,What are the advantages and disadvantages of startup incubators and accelerators for companys/products with no customers?,0
465268,5b1aa664f1304ad0ff08,Why are there no snow shoveling competitions in the Winter Olympics?,0
109328,1567fdc3aa404c046e56,What is the hybridization of PH3?,0
3528,00b01a51e65cae5d16a6,Are you sure that it isn't a fairy tale?,0
944851,b92625ff0db68d69cc8a,"If a man finds a woman attractive, will he automatically think of her in a sexual way? What does it mean whether he does or doesn’t?",0
584203,727517274914cc22f39a,What are mixed number and it's examples?,0
334910,41a0c13acad4827b03c4,"When taking a girl on a date in the Philippines, why does she always want to bring her friends along?",0
549406,6ba29c52b73af07d6335,How has knowing your father did not want to be part of your life affected your life?,0
273103,357385d362d35fcc694a,Are you attracted to your partner even while she/he is pooping?,1
524863,66bfed2f6a24a1bce194,Why wasn't the Indy 500 televised live on ABC from 1971-1985?,0
568830,6f755a948769a782f17f,What are the properties of antimony?,0
925453,b55d5c04222c01783b36,Why does the space station look like it's not moving?,0
210369,2922bdfb895d3d90c0e7,Is there anything you can call Britain and Ireland other than the British Isles?,0
689756,87198faf6197ac8930cc,What inspired August Schleicher for writing the Schleicher's fable?,0
609759,776754d12339088130c5,What would happen if half the population died overnight?,0
505685,630403e4c72c92e7eb93,How does Charter Communications operate?,0
287383,3847a013854ee0211123,Where in the prophesies of Torah about Messiah does it say he is God the son?,0
626280,7aa5b0b242315a6559b7,Why did people volunteer for the Free Arabian Legion?,0
554304,6c9c3739224afa79a177,How can I find out what is being said in a sublimation-affirmation video/audio if it is not given in the description of the video?,0
406256,4f9a7fbdd11c0d3c3f5b,Is Karo syrup safe for babies?,0
733375,8fa3727c241f6dee833a,What are the options for a girl after 10 exam?,0
335500,41bdb06d453ad9738ec9,Why did my grandmother call people lazy just because they didn't pick up their feet when they walk the exact way ahe wants it done?,0
851694,a6e0426fd8ae51dff463,Why don't you people understand helpless innocent children were turned into sociopaths by evil abusive parents?,1
776640,981fca2dc4c6c5c837cb,Why do people exercise? It's pointless.,1
1015526,c7008122bdfc03078e49,"I cheat in poker, and am caught by stranger. What would happen?",0
727744,8e7eb698e845450280c1,How did John Adams inspire others?,0
413919,511af08eae5f60abefad,What subjects taught in secondary school maths are pointless for most students and why are they still taught?,0
912316,b2c5bec7ba87ff1032cf,What are some examples of famous Filipino mathematicians? How did they become famous?,0
273325,357ea3c9a26c759ddf58,What is the most watched telugu movie by you? Why?,0
843777,a55bd5dbcc6132f778ca,"How is D. J. MacHale's writing writing style reflected in his book series ""Pendragon: Journal of an Adventure through Time and Space""?",0
306791,3c17ac7968fcc057b233,What is the age of jw red?,0
1019827,c7d8463cfaebf9cd0b5e,Is it acceptable form for the snatch that the squat part be done with feet further than shoulder width apart?,0
791678,9b20895c3393f39fe751,How can I scrape http://www.wilsonart.com/laminate/design-library with import.io?,0
181521,2378fa34efa9e46a5652,What is the etymology of the word “method” in programming?,0
916317,b389fb28921c28929b0b,What is the best IT field to get into which is not too technical and is in high demand?,0
739359,90ce6500bacfe004093d,Should I go to the 8th grade dance?,0
371253,48ca6f553927b3b52c98,"Why when you go into a nail salon usually run by nationalities of Korean or Oriental, they always speak in their language and make others feel uncomfortable?",0
393730,4d214bdfa78fc58027b8,How many wheels in an aeroplane?,0
626917,7ac424e805b22993356e,Why did the British stop selling opium to China?,0
896424,afa270cd52bda1a1ad32,When did we find out why women menstruate?,0
388542,4c1db949996f3234d7c1,How did Christopher Latham Sholes' QWERTY keyboard creation impact modern technology?,0
811544,9f03379187c147234f7b,Is is easy for a child psychologist to identify parental alienation?,0
898381,b00633aa3278ea19eafb,"If superhumans began to appear on Earth (Spider-Man, X-Men, etc), would the police/government arrest them on sight? Would they be classified as something other than human and stripped of all rights?",0
656045,80809e56c17d78f52f02,Why is it that I like the feeling of something in my rectum why I masturbate?,0
746478,9238ef469ed23d5a214e,"When looking at the eclipse, why do we need special glasses?",0
593176,742f6d4fa4d5d784e813,How true can be the positive vibes?,0
826490,a1f91433c52e448e07c2,Which language I should learn to make apps?,0
893716,af1b2d6d8e803b0a3c32,How can I convince my parents to upstage me to the iPhone X from the iPhone 6s?,0
1020969,c811d6d307ec06f75467,How do people from Kerala cook rice? Do they use pressure cooker?,0
996380,c33f037f1d4545f5ee8f,Did you partner went somewhere you have no idea where he went?,0
261508,332eeab5edf617f09af5,How often does Amazon sends its employees from India to Seattle?,0
748978,92bc171c775dda9a02ec,"Would the P-51D Mustang have been even more effective if it had an armament like the Spitfire, with two cannons and machine guns?",0
338231,42427a8318f50085abab,What are best malls in Delhi to experience movies?,0
47193,093d4ba6f72fba086c35,Why are most of Quora's subscribers liberal?,0
186488,247ab159b9e7b1492565,Why have UKIP changed their party logo?,0
724766,8de8a5945a96b88c4787,What is the scope of industrial and production engineering in India and abroad?,0
344322,4376f9201adaaabc0afa,What are the changes you need to adopt to excel in the tailoring world?,0
607743,77022160ccd421693da3,How can I get my svg image into a HTML canvas?,0
948659,b9e452cbbb23a769ddc6,Can I be pregnant from genital rubbing?,0
482976,5e9173122c2bcd991b2f,What should I take into consideration when writing a biography about Idina Menzel?,0
869482,aa5c6730022d7340d811,How much of Apostle Paul's submissions are his opinions and carry over from Judaism?,0
798195,9c67abef70d34d7b30e9,How does Goldman Scahs run internal meetings effectively?,0
848233,a633103a346e8f745b46,"If you move out of your first house to a new home, then list the first house for sale, do you need to pay capital gains tax on the sale?",0
257724,3273b09fb860055af5aa,"What should I do if my entourage is bad, and I must live with them because of studies?",0
107453,150a5662078fc80f3a49,How safe are dental implants?,0
262259,33552cf2c01bf8596ced,How do plants excrete at night time?,0
42757,085dea86aebbfa022c0e,Why do foreigners show so much concern about U.S. gun laws if they don't live here? What leads them to believe U.S. gun owners value their opinions?,1
356933,45f6a2cab01038e61baa,How can I accept the fact that my bones are big and my legs will never look thin (like models’ legs)?,0
78461,0f5b2ae33159587b1940,What are the courses for 5th sem in VIT Vellore?,0
845168,a59e35d32553c3ace16a,Is there any way to unlink your Facebook account from PUBG?,0
135711,1a91568e3ef61bf1a9e1,How can a bubble chamber detect electrically charged particles moving through it?,0
417899,51e879a50ab72448d922,Will the class system make a comeback in TESVI?,0
948909,b9efc407d444ebfaecc3,What preparations should I do for bakliwal entrance exam after 10th I don't have any foundation course but m a good student in our class?,0
121512,17c8cd9a2c3cd6014f92,What is the net resistance between A and B if all resistors are of 'R' ohms?,0
534972,68c79f03fd2aba1a9939,What are the chances of my career growth if I'm given an opportunity to be an insurance BA at Accenture? I'm currently working as a software engineer in the same company. Is it better than doing MBA?,0
386680,4bc09efc8c91d30dd66f,"What are the settings of the book ""An American Childhood"" by Annie Dillard?",0
464505,5af4e05746f4aea3ebe8,Which is the best free email service provider for business?,0
532830,6854967d1fa11010b411,How should I study to get a 9 CGPA in First year BTECH CSE?,0
12049,025e0b9da4bb052ace95,What happens if you put aluminum in nitrogen?,0
17725,0378bb3583dd833f84c3,What helps a person have self confidence?,0
240478,2f0a9acfbdb7045b7d86,How do I invest £50000 in the best way possible?,0
93259,1242d9f40f32b7ba6e1a,"Do you like joining in book clubs, and why?",0
613059,780fef932f288e19b8da,"When I am taking a Google form quiz, can teachers see what I enter before I submit, or can they see I’m looking at it?",0
51254,0a0ca830c6ef552014ed,When will revised 7th pay commission be applied in mini Ratna PSU's?,0
90223,11adcc7374eedaa5b602,Is it easy to setup and run a fantasy league?,0
830822,a2d10e3f1d800ede2237,"A 12-year-old answered the question 'why is it good to have more than one friend?' with 'because if one friend is sick, you can go play with the other friend.' Might this thought process be a sign of the child possibly being on the autism spectrum?",0
556714,6d160ac8247c55c88acb,How do I fix a video or audio recorder in a room without his/her knowledge?,0
157169,1ebf716a239b9e931377,Is it pretentious for mathematicians to use atypical/unusual symbols?,0
239838,2eeafc334e14caf18697,Which compound does not give nitrogen gas on heating?,0
660337,815a5c6b171225114fed,What is the difference between the mortgage lending company and the bank?,0
258074,328340e4a058b97b2d75,What should be monthly charges for daily door to door car clean service?,0
108643,1544f63d4c2c1c3c6eca,Is there any free legal counseling foe foreigners in the Netherlands? Where to seek help?,0
452298,589891d9c444e3c3bbd4,What chemical components in trimethoprim help treat urinary tract infections?,0
1021947,c844c7e21ad74d421195,"What is the best time to eat pulses or daal daily in meals, brekfast lor lunch or dinner for digestion?",0
920829,b470e5df5a7be1d1658e,"Should you apply for a position that you are too ""senior"" for?",0
181723,23831cb7df28ada4233e,What is HSD17B13 called in languages other than English?,0
682426,85a5d59700dd82851519,I have clear odorless liquid coming from the passenger side near the floor when I use my AC. What is it and can I fix it myself?,0
875492,ab864f79deba79ff768d,"On Friends, who played an encyclopedia salesman?",0
138622,1b23bd6a8effec765838,How inbred is the Queen Elizabeth II of the United Kingdom?,1
669694,83265c8120c8f7446240,What conspiracy theory do you believe even though you're a skeptic?,0
468596,5bc3bdc4abb402933212,Terrorist Turkey is claiming to be fighting imaginary ISIS fighters in Afrin and killed over 200 of them? Are the FSA and Turk troops seeing ghosts? Should the US send in the ghost busters?,1
79246,0f842b92ecd29222d23d,Why is air important for living beings?,0
807962,9e51475e31ed2a651be4,"Why is it that a drunk person is deemed responsible for deciding to drive while drunk, but the same person is not deemed capable of giving sexual consent while equally drunk? What is the fundamental difference here?",0
330274,40bb32c9dfb6c1bdac95,Why do some companies not want to expand?,0
870907,aaa3ee480eb9f2b37b0b,How does Magnavox manufactures its products?,0
434697,55306175af84226f01b2,Is there any IGNOU study centre in Kolkata offering BA in public administration?,0
283619,3788308f5dfcb3ca7f2a,Does sunscreen increase the malanin?,0
659906,8144310f0496984cea68,How many richest people in the world?,0
529321,67a3d69098c27f8a3d91,Why is reading and writing the best route to learning and education?,0
674384,841428f92f8baedc4da2,Is enlightenment a brain evolution?,0
515460,64ebf61199c71c5f58ce,How do you start your career from zero until now?,0
875478,ab85c69c9eae8fe7607b,Has anyone ever had a stalker before?,0
911352,b294b5cd45286fc760ca,What a bomb?,0
688421,86d7a0f0ce4bead1a8f8,What is the average package of a fresher from SIBM Bengaluru?,0
593677,74464b2a53f90f5c04bc,What should you explain in life?,0
1028040,c973b8ad9c08566d7826,What does a chief commercial officer really do in an early stage business?,0
34826,06d08bbe68ee8c9f5881,What are good stimulating toys for a highly intelligent terrier?,0
540209,69d752fc0664844ede9a,"At age 20, male, and 163 lbs as shown in a picture, does my body like healthy and capable of building muscle?",0
152019,1dbc411c27915fed0ef2,Is it possible to create a heat seeking dart?,0
381941,4adb705fec4735795dc3,"Which country is it best to live in: Germany, Austria or Switzerland?",0
353304,453f2ba790c0f8e0bc04,How do I create a project in PHP?,0
782568,994f3be2edac2159a862,Is it possible to make water at home and is it drinkable?,0
279918,36ca0b7825acb397cfbb,How can I make my mother to sleep with me?,1
147076,1cc331eaefae0e0653bf,How are u coping with your day to day life?,0
734836,8fec15859f68146dfdbf,Are Manning Early Access (MEAP) books better than O'Reilly Early Release?,0
183041,23c90a4f6ec2ce079c1e,What are the qualification criteria for the post of junior statistical officer through SSC CGL?,0
5770,011e2db6d521ed0b61e6,What are the applications of sulphur?,0
880543,ac8396abd94057e4671d,If you love travelling which city is better to live Sydney or Toronto?,0
459111,59ecdb493abbcb6b0da2,Why is Noida riot not being mentioned in social media?,0
102337,140b2f88632829f748e9,Why is Delhi University highly reputed?,0
220732,2b31c7a7ae3f2289592b,How do I start my preparation for SSC without coaching?,0
365371,47a002b477318c965bfb,Where can I go for printing services in Mindanao area?,0
286754,38278d85df28af4dd060,How I will sex with thammana?,1
112456,1600743d0a0776ef4bc9,Art: Does it matter what you focus on improving and learning first? Is there something that I should learn before the other skills that I need to improve?,0
649837,7f460b7dc20690a5e12d,"Libbys label used to say solid pack, now all theres say is puree or pie mix, so what one is same as solid pack?",0
511351,64246aca0ad5976f98b7,Will my US student visa application be affected if I had visited one of the six blacklisted countries?,0
605568,7695ddec30a715105863,"Had Gordon Miller ever been on TV, if so can we find it?",0
133727,1a2bc80c9d7ce5f06260,"If Modi takes a deep shit, will the bhakts eat it?",1
169455,21200f6d28b37589eef3,"What are the benefits of ""micro-dosing""?",0
187803,24bc27f1b22a6edcd907,Will TVS 310 akula be comfortable for both pillion and rider?,0
335772,41ca0b99f4501d6aea9a,Where is the state coroner's office in Massachusetts?,0
309165,3c8fe471ee1683381818,The Boeing 787 is nicknamed the “Dreamliner”. What nickname would you give to the Boeing 797?,0
975594,bf217ce6453342c15d8d,"What does ""sine Quora non"" mean?",0
272036,354024f264c98c1fac27,Are gummy vitamins okay to take?,0
223511,2bb67f287288bc2872e9,What are the cost of running a site like GoFundMe?,0
492999,6089548ada2dbda8afce,I want to talk to random people in games. On PS4 nobody uses mic. Are there any PS4 or Steam games where I can talk to randoms?,0
762773,9571707888b1f7301f3e,Can I use an airfryer without the basket?,0
252372,31649486d648aa4f9aa7,Is NCERT and Allen DLP enough for biology?,0
754627,93d89f28f44520618071,Do I have to quit my PG course if I got selected in UPSC?,0
360106,46949532b20d40485f33,What are the common mistakes people do while chosing right packers and movers?,0
1044775,ccb8bbee12175c088040,Why is Shohei Otani being compared to Babe Ruth? Are the comparisons valid?,0
797891,9c5901460e88a3a92d1c,What should I do if I am not able to be attentive because of day dreaming in class?,0
838367,a449fc3fd64f1b2ea769,What are the differences between concrete science and sociology?,0
215439,2a23d57f93ec007d256a,What were Isidor Isaac Rabi's accomplishments?,0
686941,868ab7adcd55f7103bd8,"What would Harry Potter say if his daughter took a bullet for him, like she jumped between him and the shooter? Writing a fanfic and need examples?",0
659826,813f97aa53f16b45df84,How do I know how many times a specific webpage (not website) has been visited?,0
103034,142c9a92a1248a37dc2a,How can I know my inner abilities and talents?,0
26535,0532875c9ef7eb1609a0,Why are Iranian/Persian women always so mean and shrewd? At our workplace here in Sweden they always seem to be a source of conflict and intrigues!,1
141962,1bc8e4b5bf1ec6d6de03,How can I stop acidity?,0
59811,0bbbeb57d85f5aec182f,What are the mistakes one should avoid preparing for IIT?,0
371394,48d16e2f2e24c1ed043c,Who are the people who left the world a better place?,0
148525,1d0bbea997933f12e075,Why do people like Quentin Tarantino?,0
974150,bed84ed6641309fe3314,What can we do to expose fake NDA or IMA cadets on social sites like on Facebook & Instagram?,0
332849,413db225f932e9064bbf,Did ancient people have sex during periods?,0
152406,1dd0e0040092f42b392c,Is it a good idea to invest in any cryptocurrency?,0
796149,9c03bda7f62e96ae7a07,How can I unfollow my followers on Quora?,0
483661,5eb6106fd1eff7d99dff,In Tamilnadu were is the exam centre for NDA?,0
243487,2f9e92e5880af88f600d,How do I prepare for PI of HRM?,0
403843,4f2314a56f5c55e97663,Do u have pay for the box?,0
636,001dfa447fc7832fa734,Whatis the difference between a stag and a buck?,0
605860,76a2a816910ba9eef97b,What are the major health problems in indigenous communities?,0
558894,6d8120626e0dc647a876,When will people realize that dictator Donald Trump is the only person behind the Omar Khadr fiasco?,1
818332,a05865640872ba0e06f0,Why is Instagram not working?,0
704286,89e81891f6746ba2d27b,What is the procedure for Christian marriage registration?,0
788656,9a83bb994615e54499c1,Why shouldn't laws be changed?,0
688420,86d79449e3dac37232e9,If I am predominately interested in men physically but physically attracted to women does that mean I could be bisexual?,0
417695,51dcbc91cab406296e8b,What are the best ways to disassemble your Remington Model 710 30-06?,0
181575,237c0bcb78a5b17fc92b,You do think that Creationists are a snake oils salesmen or fundament back-thinking religionists?,1
977856,bf92eddd8153950a41db,How are bactericidal or bacteriostatic used?,0
841920,a502b4bffe6ccb36997d,What do you think people misunderstand the most about your political beliefs?,0
949425,ba08f01046f2ab15913f,What is the classification of cell organelles on the basis of type of membranes they have?,0
637049,7cc600a7383c7822eb5c,What are some useful tips for someone who is starting work at Sparton?,0
376395,49c9d732afad4a8c6d9a,Why doesn't UoPeople pursue any regional accreditation?,0
691492,876dfc8ca5c4c05fabc5,Can men train less than women and get more results?,0
291018,38fedd97f6cca6c92968,"When the Britishers came to India for the first time, how would have they talked to Indians?",0
230179,2d050bf1fb9f570e704c,Is there any app to control sharp split AC with Android phone?,0
66351,0d026c08c720451f8d9d,"What are some online Calculus courses that are enough to understand the maths of backpropagation of neural network, CNN and LSTM?",0
853042,a7232ca300cbcbdcaf42,"Do you know what are nano crystals in my ears implanted during the surgery? Could black hairlike structure be a nano radio developed by Zettl Group, University Berkeley in 2007.",0
566690,6f084a0d4994519f98e6,How is ASIMO powered?,0
257896,327b16d9f392d3e26cb8,Why Muslims in India are planning to rule India and wanting to convert Hinduism to Islam?,1
119866,1777d7f3df2305457339,Why does Microsoft's website show an option to download the photographs of the current CEO?,0
66462,0d076fb3081a47c2e725,Why is Emperor King Miser Bugle clothed in nudity?,0
86210,10e37a65b43cef65afe9,"Are Tamilians the most skilled people of the world as they have invented the world's 1st language, which has now given birth to all of the languages of the world?",1
126296,18b728f5c05639edb50a,"Is it fair to assume that politically, India would not have been a nation state as we know it today had it not been for British occupation?",0
134343,1a4a33437b0ade88b66d,How are monks so strong when they do not eat meat?,0
370814,48b5cac86e95716cb1fe,"Since Europe and Asia are on that same tectonic plate, why are they two separate continents?",0
362965,472473441f05eda52a30,Do you see a time where white people will become Trump supporters and start systematically killing Hispanics just like Germany did with Jewish people and other minorities back in the 1930s?,1
1011556,c638be56c627bc8e2e7f,What is the main purpose of nose boogers?,0
922531,b4c8088105f0cc4c7859,What would Japan think if the world starts to said that there were only little casualties with the two A bombs and Japan has been making up numbers?,0
387522,4beb1b1a317c14ac7957,"How do I design dynamically resizing separate Spinner Drop downs in Android Studio? If one spinner list is selected, then the other should shrink.",0
932469,b6bc6b367270e9c3a0e1,"Assuming the physical laws as we think they are, could the initial conditions of the universe have been such as to make gold 1,000 times more common than it actually is?",0
712502,8b79e1e8ac317525f15f,Why do ladies become fat after pregnancy?,0
434559,5529543fac1f93920795,"As a new grad without any industry experience, is a career in digital ASIC design better than validation? What are the pros and cons of both fields?",0
789105,9a9ad981a9622b296e64,Is there an app to ping a cellphone?,0
270146,34e30182d7dec6304aac,What are some famous movies made for less than 1 million dollars?,0
804894,9db5aeb8966a59a5791f,"What are the living conditions of an average household in Fairfield, California?",0
310032,3cbbe5794bc9b4f4a01f,Are there languages which have developed similar features despite being unrelated (i.e. not from the same family and region)?,0
518254,6579db7fdc37d1e33e98,"What are some possible, mutually benefiting and negotiable solutions to the Jerusalem issue?",0
443023,56d2110825310754b73a,What are the benefits of being popular on Quora?,0
963669,bcd0417f9b1e8a3a0775,What's the best sign language to start learning now?,0
410194,5062cfee847b15247db1,What is a meaningful industry to work for with a management degree?,0
1021253,c820a21ef9cb8d79364c,Is it illegal to smoke weed in Mexico?,0
182081,23952503d17b50cb2c4c,What can I do to make my ghost lover notice me?,0
198504,26cd2df912c3027bc07d,When was hume.com established?,0
9210,01cc1cc5e251b2bdae8b,Why does someone with mental health issues still get harassed even when things are under control?,0
352005,44fe6ab13bb2313d8aa2,"What else is the cause of frequent urination and incontinence, aside diabetes and infections?",0
179470,23133151af43c9cba4aa,Are T-shirts now as long as mini-skirts because being fat is rampant and we no longer are proud to tuck them in?,1
1028367,c98541ff7c064c88c099,Are there any good tools which perform runtime verification or monitoring on Javascript programs? I've already found a few but I'd like to look into others to be able to compare them.,0
626778,7abdc593c4762e82c03c,How can I revert back to Windows 8.1 from Windows 10?,0
183134,23cda640de287b23cf09,What is the importance of the understanding of chemistry?,0
614514,78552e8a3427da550e33,If all Muslims are not terrorist then why don't they come forward and inform law enforcement of upcoming terror attacks?,0
770721,97002e0c381be3dc424e,Why did Mohandas Gandhi give anti-India quotes?,1
55291,0ada08ebb6c2e126605b,Why am I so ignorant?,0
968919,bdd63d25f820236de667,Is there a student forum at QUT?,0
289402,38b150796866f7cf9258,What is the best way to strike a conversation with a woman and maintain it for hours?,0
365126,47947054d984fba7a219,What is Amedeo Modigliani known for?,0
240575,2f0fcd6a6e9c0af84fab,Is there any way to connect HP inkjet 1510 series printer to wifi router through LAN cable?,0
502406,625eca1d55e802e1d957,Why are the American people so upset with Donald Trump when he's the culmination of what is wrong with choosing a POTUS? Should you now be grateful for this wake-up call?,0
473726,5cc52bb4a8c5c83715a4,"Is the term whiteboy a version of calling blacks boy? Of course it us,yet its common to hear, so why should we not insult blacks?",1
922147,b4b2d00361852b1e2f1c,"What is the weather like in Tyler, TX?",0
640364,7d6d9c9b01d317f7bd20,Do you think that nuclear weapons would be more likely used if they didn't make any radiation?,0
1031505,ca2002c99cb77ee9ca71,"What would happen if someone tried to join the army, and said they had telekinesis, and was able to prove it?",0
544778,6ab90dfdb07d83d27be8,Is today's recommended vaccine regimen in jeopardy under Trump's incoming administration?,0
611278,77b5618a5fb368d108b1,"Hypothetically, could pirates capture a SpaceX drone ship out at sea?",0
776434,9815783fe33b9972517e,Can active duty member of the United States Armed Forces publicaly voice their political opinions (e.g. appreciation of or dissatisfaction with the President)?,0
783559,9980f12e599a6d733f84,What are the best ways to get from John F. Kennedy International Airport to Brooklyn?,0
777912,985ff563ba40c716366a,What are some cute love symbols?,0
231318,2d3e6348c3e3aa08c20d,Why do some people still think that Israel is a country when it is not?,1
875542,ab88dfbbebbdc9b0a70b,"I am not having my degree certificate, will it create a problem in MBBS admission?",0
690286,87342b5eabff673ddaad,Why do White liberals hate Asians so much?,0
421253,52900dd499db19a6870f,Is marijuana dangerous for society (compared to other drugs like Alcohol and cocaine)?,0
981370,c0402480bd52920128a5,What is the meaning of 'Rome wasn't built in a day'?,0
372872,4917f3f6b238570a71d2,Why do novus ordo “presbyters” claimed Catholic enter into dialogue with protest-ants who deny the infallibility of the Roman Catholic Church and its Papacy?,1
445639,574f6bcf01a2c8d9d457,What's the best way to set jobs for Informatica?,0
112744,160eab98851567ee31b3,How can someone improve at understanding and coming up with mathematical proofs and abstract concepts?,0
